5/17/2008,16:30,Stehekin,United States,Chelan Air Service,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,de Havilland Canada  Mark I Beaver,5,2,the float plane flipped and crashed as it attempted to land in lake chelan near stehekin lodge. it appeared the plane's wheels were deployed even though it was landing on water. the pilot's failure to retract the landing gear wheels prior to performing a water landing. contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.,Cargo/Service
5/23/2008,1:25,Billings,United States,Alpine Aviation ,Billings - Great Falls,Beechcraft 1900C,Beechcraft,1,1,"after taking off and  being told to turn left, the cargo plane, carrying mail, started a slow right turn until it crashed into a warehouse and burst into flames. the plane appeared to be inverted before it crashed. the pilot's failure to maintain aircraft control during the initial climb for undetermined reasons.",Cargo/Service
5/24/2008,9:30,Two Harbors,United States,Island Express Helicopter Service,Long Beach - Two Harbors,Eurocopter AS350D Astar,Eurocopter  Astar,6,4,the tour helicopter crashed near banning house lodge in rain and poor visibility. the engine appears to have failed.,Cargo/Service
5/26/2008,18:15,Chelyabinsk,Russia,Moskovia Airlines,Chelyabinsk - Perm,Antonov An-12,Antonov,9,9,"the crew of the cargo plane reported a fire shortly after taking off from chelyabinsk. the plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line.",Cargo/Service
5/29/2008,14:13,Panama City,Panama,Military - Servicio Aereo Nacional,Tocumen - Colon,Bell UN-1N Huey,Bell  Huey,12,11,"chile's national police chief general jose alejandro bernales, 59, and five others were killed when their helicopter crashed into a three story building. the helicopter pitched wildly before crashing into the building.",Military
5/30/2008,9:40,Tegucigalpa,Honduras,TACA International Airlines,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,Airbus,136,3,"after making a missed approach and during the second attempt at landing at toncontin airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. the runway was wet with rain from tropical storm alma.",Passenger
6/7/2008,14:00,Yeco,Chile,Patagonia Airlines,Puerto Montt - La Junta,Cessna 208 Grand Caravan,Cessna  Grand Caravan,10,10,the air taxi crashed about 18 km from its destination into a heavily wooded area.,Passenger
6/8/2008,7:45,Huntsville,United States,PHI Air Medical,Huntsville-Houston,Bell 407,Bell,4,4,"the medical helicopter crashed into the sam houston national forest while transporting a patient to a houston hospital. the pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog.",Passenger
6/10/2008,20:45,Khartoum,Sudan,Sudan Airways,"Aman, Jordan - Damascus, Syria - Khartoum, Sudan",Airbus A-310-324,Airbus,214,32,"while landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. the plane had flown from amman via damascus but been turned back once from khartoum and forced to land in port sudan, on the red sea, because of bad weather, before being allowed to return to khartoum.",Passenger
6/18/2008,10:03,Hyannis,United States,Wiggins Airways,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,de Havilland Canada  Twin Otter,1,1,"the cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first.",Cargo/Service
6/20/2008,0:00,Bannang Sata,Thailand,Military - Thai Army,unknown,Bell UH-1N,Bell,10,10,the military helicopter developed a mechanical problem and crashed into a hill while attemping to land.,Military
6/26/2008,15:03,Salak Mountain,Indonesia,Military - Indonesian Air Force,Jakarta - aerial survelliance,CASA NC-212,CASA,18,18,the plane went missing in an area approximately 60 miles south of jakarta while on a aerial surveillance mission.,Military
6/27/2008,7:05,Malakal,Sudan,Juba Air Cargo,Khartoum - Juba,Antonov 12BK,Antonov,8,7,the cargo plane crashed mid-flight after entering an area of thunderstorms.,Cargo/Service
6/29/2008,15:48,Flagstaff,United States,Air Methods / ClassiHelicopters,Medical flight,Bell 407 / Bell 407,Bell,7,6,the two helicopters struck each other in mid-air and crashed in a wooded area about 0.5 miles from flagstaff medical center. both helicopter pilots' failure to see and avoid the other helicopter on approach to the helipad. contributing to the accident were the failure of n407ga's pilot to follow arrival and noise abatement guidelines and the failure of n407mj's pilot to follow communications guidelines.,Passenger
6/30/2008,7:00,Khartoum,Sudan,Ababeel Aviaition,Khartoum - Juba,Ilysushin Il-76TD,Ilysushin,4,4,"while taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. all four crew members were killed.",Cargo/Service
7/6/2008,2:15,Saltillo,Mexico,USA Jet Airlines,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,Douglas,2,1,"while attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. the pilot was killed and the copilot seriously injured.",Cargo/Service
7/7/2008,3:50,Bogota,Colombia,Centurian Air Cargo,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,Boeing,8,0,"the cargo plane carrying a load of flowers had taken off from bogota when the crew radioed that they had an engine fire. they attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside.",Cargo/Service
7/10/2008,10:30,Puerto Montt,Chile,Aerocord,Puerto Montt - Melinka Island,Beechcraft 99A,Beechcraft,9,9,the plane made a sharp turn to the left and crashed shortly after taking off near la paloma air strip. the plane was in flames as it plunged to the ground. the pilot and 8 passengers including a small boy were killed.,Passenger
7/31/2008,9:53,Owatonna,United States,East Coast Jets,"AtlantiCity, NJ- Owatonna,MN",British Aerospace BAe-125-800A,British Aerospace,8,8,"while attempting to land on runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. one person survived the accident but died later.",Passenger
8/3/2008,7:00,North Vancouver Island,Canada,PacifiCoast Airlines,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,Grumman  Goose,7,5,the plane crashed in a remote mountanous region of vancouver island while en route on a short 30 minute flight.,Passenger
8/5/2008,19:30,Junction City,United States,Junction City Fire Department,Ferrying fire fighters,Sikorsky S-61N,Sikorsky,13,9,"the helicopter was ferrying fire fighters in northern california's shasta-trinity national forest when it crashed. the four survivors were seriously burned, with two listed in critical condition. the helicopter lost main rotor power during liftoff.",Passenger
8/6/2008,11:40,Sunat Tanon,Thailand,Military - Royal Thai Air Force,Betong - ,Bell Huey UH-1H,Bell Huey,10,10,the helicopter crashed while ferrying a forensiteam to the site of a gun battle between muslim rebels and security forces. the aircraft suffered engine failure and crashed into the side of a hill.,Military
8/13/2008,7:30,K-50 Airport,Somalia,Fly 540,Kenya - Somalia,Fokker F-27 Friendship 500,Fokker  Friendship,3,3,while on approach in poor weather the cargo plane struck a telephone line and crashed.,Cargo/Service
8/20/2008,14:45,Madrid,Spain,Spanair,"Madrid - Las Palmas, Canary Islands",McDonnell Douglas MD-82,McDonnell Douglas,172,154,"the airliner crashed while attempting to takeoff. the plane was able to get slightly airborne before crashing into a ravine at the end of the runway. the plane took off without the crew extending  it's flaps and slats, but the pilots would not have known there was a problem because the alarm did not go off.",Passenger
8/24/2008,9:40,Cabañas,Guatemala,Aéreo Ruta Maya,Guatemala City - El Estor,Cessna 208B Grand Caravan,Cessna  Grand Caravan,14,11,the plane lost engine power and the crew attempted an emergency landing in a field but crashed.,Passenger
8/24/2008,20:30,Bishkek,Kyrgyzstan,Itek Air,"Bishkek - Tehran, Iran",Boeing B-737-219,Boeing,90,68,the plane crashed shortly after taking off from manas international airport. the crew reported a technical problem 10 minutes into the flight and said they were returning to the airport when it crashed 6 miles from the airport. the iran aseman airlines flight was being carried out by itek air. pilot error,Passenger
8/30/2008,21:50,Toacaso,Ecuador,Conviasa,Caracas - Latacunga,Boeing B-737-291,Boeing,3,3,the plane was on a positioning flight when it flew into the side of iliniza volcano.,Passenger
9/1/2008,16:00,Bukavu,Democratic Republic of the Congo,Air Serv Internatiional/CemAir,Kisangani - Bukavu - Goma,Beechcraft 1900C-1,Beechcraft,17,17,"the plane, on a humanitarian flight to goma, crashed into a ridge 8 miles nw of bukavu while approaching the airport for a landing in severe weather.",Passenger
9/1/2008,12:10,Columbus,United States,Air Tahoma,Colombus - Mansfield,Convair CV-580,Convair,3,3,"soon after taking off the pilot radioed he was returning to the airport but the aircraft crashed into a corn field, broke up and burned.",Passenger
9/3/2008,20:20,Off Dubai,United Arab Emirates,Aerogulf,unknown,Bell 212,Bell,7,7,"while attempting to take off, the helicopter struck a crane, crashed on to the deck of the maersk resilient oil drilling rig, broke up and fell into the sea 43 miles off duabi.",Passenger
9/14/2008,3:15,Perm,Russia,Aeroflot,Moscow - Perm,Boeing B-737-505,Boeing,88,88,"the aircraft crashed into a ravine adjacent to railroad tracks and near an apartment building as it was approaching perm for a landing. the plane was at 3,600 when contact was lost with the tower. pilot error. the captain 'lost spatial orientation' after he misread an altitude indicator on the instrument panel. the  investigation revealed that the pilot had traces on alcohol in his blood.",Passenger
9/19/2008,23:53,Columbia,United States,Global Executive Aviation,"Colombia, SC - Los Angeles, CA",Learjet 60,Learjet,6,4,"the plane was attempting to take off from columbia metropolitan airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway 302.",Passenger
